id, app, content, score
28, "112 India", "It's a great app though , I didn't knew about the alert system that it directly go to the HQ, so I end up getting calls and calls and they were little rude as because I may have done some chaos unknowingly, but please make sure you show the alert ON and Off option and how to stop it.", 1
29, "112 India", "Getting error, May be not working for Maharashtra", 1
30, "112 India", "जनता के किसी भी वर्ग /समुदाय और व्यक्ति को लुटते रहते है जो आपने हक के लिए प्रशासन के खिलाफ प्रदर्शन कर्ता है उनको जेल मे डालते है या डन्डों से मारते है जो पढ़े लिखा वर्ग को नोकरी ना मिले उसके किए नोकरी ना मिलने का प्रावधान बना दिया है in पुलिस वाले गुंडों ने समाज के निर्माण से ही व्यक्तित्व का निर्माण है समाज एकता बनाए रखे in गुंडों के खिलाफ कम से कम आपके आश पड़ोस मे 20 से 30 लोग एसे हो जो हर समय आपका साथ देने के लिए तैयार हो in गुंडे पुलिस वाले के खिलाफ जनता के दमन के लिए बनाए गए हैं फ़ौजी भ", 1
31, "112 India", "I need to update my kyc,but it doesn't have an option to do so(keeps showing kyc verify pending)also in the new update button layout is bad,previous version button order was good.", 4
32, "112 India", "How to turn off volunteer mode", 5
33, "112 India", "Usefull and good app everyone have to dawnload this app", 5
34, "112 India", "After installing this app I'm facing trouble during registration. Because I didn't receive OTP for initiation till now after entering State and mobile number. Please provide us a solution regarding this problem. State: TN", 3
35, "112 India", "It is a very good app. I downloaded and tapped on the police icon to check and got a call immediately. Then I disconnected the call before the police could pick it up and a call came from the other side. And when the police were satisfied that there was no problem and the call was made only for information, then they disconnected the call.", 5
36, "112 India", "I'm from Maharashtra I'm unable login it states We Are Facing technical issues, try after some time- Maharashtra. Please help and get the server working ASAP.", 1
37, "112 India", "Is good", 5
38, "112 India", "Good", 5
39, "112 India", "112 ही एक राष्ट्रीय आपत्कालीन मदत घेण्याची केंद्र सरकार कडील सुविधा असूनही अपेक्षाभंग होत आहे. दुर्दैवाने या app मध्ये तांत्रिक सदोषपणा आहे. मी काही महिन्यांनी हे app डाउनलोड केले. तरीही जी पूर्वी होती तीच समस्या अजूनही आहे. म्हणजे महाराष्ट्र राज्याचे लॉगिन करताना सुरुवातीस राज्य व संपर्क कनेक्ट होत नाही. इथून जर सुरुवात असेल तर या app चा उपयोग तो काय ? सामान्य जनतेला अशा सदोष app ची सुविधा देऊन त्यांचा कृपया भ्रमनिरास होऊ देऊ नका.एक तर app मध्ये अचूक सुधारणा करा अन्यथा app बंद करा. जय हिंद 🇮🇳", 1
40, "112 India", "Riyalapp", 5
41, "112 India", "Good 👍😊", 5
42, "112 India", "I personally find it very helpful for those who have in any kind of emergency, very quick response within seconds. I registered myself as a volunteer for helping citizens from any difficulty Thank you very much Haryana police.", 5
43, "112 India", "Useless app Whenever I try to login error msg appears saying technical issue. I m from Mumbai ,economical capital of nation,if Mumbaikars are facing such problems just imagine other parts of the country so don't rely on this app in case of any emergency", 1
44, "112 India", "This app is useless... it has not been working properly", 1
45, "112 India", "Trying to connect but seem facing technical issue", 1
46, "112 India", "Not yet used", 1
47, "112 India", "It never opens Useless", 1
48, "112 India", "The application saver not login", 1
49, "112 India", "Ladkiyon ke liye sabse best Hai yah", 5
50, "112 India", "Is this app really working, I am tried since yesterday but unable to login. It shows technical error. Please fix the issue.", 1
51, "112 India", "At the time of emergency it shows no server or problem in the application.. in haryana.. no use sorry", 1
52, "112 India", "Not working in Maharashtra, please activate the app", 5
53, "112 India", "After entering state and phone number and clicking on connect option a message appears that Unable to connect with server. We are facing technical issues. This problem needs to be solved at the earliest. Kindly solve this problem. I am from Mumbai, Maharashtra.", 1
54, "112 India", "Nice,this is useful for public.", 5
55, "112 India", "Good", 2
56, "112 India", "This app is really cool but the government have to focus how to get location from the call recieved if he or she had not registered on the app.", 4
57, "112 India", "Not working.", 1
58, "112 India", "Really good app thank you,😊", 5
59, "112 India", "App is not working, when calling 112 line is busy. Plzz work on it for citizens safety..", 2
60, "112 India", "Good app", 5
61, "112 India", "ok", 5
62, "112 India", "quick response 👌", 5
63, "112 India", "Absolutely useless app. Don't get any response", 1
64, "112 India", "Good job", 5
65, "112 India", "Thank you For made this app for emergency.", 5
66, "112 India", "I guess something wrong with this app my phone automatically switched off thrice in 2 days after i uninstalled my perfectly alright now", 1
67, "112 India", "not working", 1
68, "112 India", "Jab is app me login me hi 4 din se technical issue a rha hai to ye meri emergency time me safty kya khak kregi", 1
69, "112 India", "OTP not generating", 1
70, "112 India", "अरे मेरा तो लॉगिन ही नहीं हो रहा है केसे यूज करू?", 1
71, "112 India", "Not at all satisfactory.", 1
72, "112 India", "Didn't received otp, some bugs available for the version", 2
73, "112 India", "NOT GETTING OTP FOR REGISTRATION", 1
74, "112 India", "Worst application. It doesn't even works. Neither opens nor runs in my mobile and any of our friends mobile", 1
75, "112 India", "This app is not working, after installing showing technical problems and mobile number & states is not accepting.", 1
76, "112 India", "Superb app by government", 5
77, "112 India", "Can't even connect to the server", 1
78, "112 India", "Aftwr installing and adding the mobile number and clicking on connect,getting technical error...", 1
79, "112 India", "When I get to know about this app, I feel very happy...but when I am about to connect with it, it's always show technical issues and l couldn't connect with this app...so please correct it immediately 🙏 and I have no network issues... please fix it.......", 1
80, "112 India", "Does not open", 1
81, "112 India", "Stopped working for Maharashtra! Cannot register!", 1
82, "112 India", "Please add confirmation before sending any signal to police. While I checking the app the app send stress signal to police just after a touch to button.", 4
83, "112 India", "Unable to connect the server", 1
84, "112 India", "Isn't it available for Maharashtra??? I'm trying to open it since many days but it's just showing up a msg server unable fir Maharashtra!", 2
85, "112 India", "Putting people in trouble instead of helping people... today i opened app to just check how the app can be useful... this people directly sent police to my house... bt the strange thing even cops are unaware of this app..", 1
86, "112 India", "Good aap", 5
87, "112 India", "Not responding", 1
88, "112 India", "UI/UX is horrible. I was disappointed by this considering the recent strides the government has made with some of the newer govt websites and apps. This unfortunately is your typical sarkari app. Made with a microscopic budget with no updates, no investment, no focus on UI. Needs a complete interface refresh, more reliability, and a massive marketing budget to make this more mainstream, if these things aren't done, it's a waste of taxpayers money.", 2
89, "112 India", "जब मेने एप को खोला तो वन टाइम रजिस्ट्रेशन करने के लिए एप बोल रही थी और मैने एप खोला मोबाइल नंबर डाले तो otp आ ही नही रहा था बार बार मेने resend भी कर दिया मेरे हिसाब से थोड़ा एप के सर्वर को अच्छी किस्म की वेब होस्टिंग की जरूरत है।", 5
90, "112 India", "OTP isn't coming, need to talk with modi over this kind of poor app development", 1
91, "112 India", "Poo app .", 1
92, "112 India", "The app doesn't work I not able to sign in.", 1
93, "112 India", "Nice app Jai hind Jai Bharat 🇮🇳", 5
94, "112 India", "Prompt call attendance on pressing for medical emergency.", 5
95, "112 India", "The application doesn't allow to login, it says technical problem for maharashtra", 1
96, "112 India", "It's not working in Maharashtra I just trying to ragister it's giving me error please solve query.", 3
97, "112 India", "Not working...! Doesn't install....!!", 1
98, "112 India", "Finally it's working fine for now thanks", 2
99, "112 India", "Must have app", 5
100, "112 India", "Helpfull app", 5
101, "112 India", "App could have been better, but it really works as I got a call from police", 4
102, "112 India", "EXCELLENT APP", 5
103, "112 India", "Ridiculous. I sought medical help and didn't receive any response. Gujarat.", 1
104, "112 India", "Very smooth and good application It helps u to direct connect with police immediately but there is a problem when i login to it and accidentally i touch somewhere on screen i got received a message from police, it is necessary to give a cancel option there. Long live India....", 5
105, "112 India", "It's been more than a week that I'm unable to login. I'm getting OTP but, the screen showing that we're facing technical issue. Please login after some time. Telangana.", 3
106, "112 India", "This aap is very useful...", 5
107, "112 India", "Is this app not available for Maharashtra?e profile failed", 1
108, "112 India", "Good App but need some new features. 1. First Aid Guide. 2. Emergency Protocol Guide. 3.Do's & Don'ts ,for user and volunteers. 4.Bronze,Silver and Gold Reward Batch for Volunteers depending upon the cases they responded. 5. Location of Local Emergency Organisation such as PS , FS Hospital etc. 6.Fire Department should be the first responder in case of Civil Cases and Police in case of Criminal issue. 7.App should have all local languages. 8. Camera for photo/ video and Report any case", 4
109, "112 India", "Does this app operate in whole India? I live in Karnataka and I am a rural The Art of Living teacher.So asking if there is any emergency can I call?", 5
110, "112 India", "Not working. I'm not getting OTP after trying so many times which is required to start this app.", 1
111, "112 India", "App kepps crashing while opening. Please fix this", 1
112, "112 India", "Not receiving OTP", 1
113, "112 India", "The app is not support you in emergency the feature is there but there is no response from there side since new update.IN SHORT IF PERSON IN A EMERGENCY SO HE NEED HELP AS FAST AS POSSIBLE BUT YOUR APP TAKING LONG TIME AND CONFUSING THE PEOPLE TOO", 1
114, "112 India", "Unable to login. Says OTP is invalid", 1
115, "112 India", "Sir mera 112 app chal nahi Raha hai ID nahi bana rahi hai", 1
116, "112 India", "Sir mera app chal nahi Raha hai", 5
117, "112 India", "Finally today I was able to successfully login thanks", 4
118, "112 India", "Unable to pass login screen", 1
119, "112 India", "Good", 5
120, "112 India", "When i had login with personal mobile number, the otp didn't recieve to me. I try again & again but otp didn't recieve to me. I also reinstall the app but it doesn't work. Please fix problem, it is a central government application.", 4
121, "112 India", "rubbish app ever i hv seen", 1
122, "112 India", "I have used this app and I'm totally satisfied with my experience.", 5
123, "112 India", "I like this India mobile app", 5
124, "112 India", "It is the best app developed by Govt for the safety of citizens.... For every signal, the call is received from the Control Room. It is the effective application for the person im distress", 5
125, "112 India", "nice app... good initiative by government. New update looks very good and many services are added now.", 5
126, "112 India", "Not able to login for UP State", 1
127, "112 India", "Good", 5
128, "112 India", "Great App 👍👍👍. A Single solution to all your emergency needs. A must to download for every Indian Citizen. Wonderful work done by the developers .", 5
129, "112 India", "It is a very useful app. Its a great initiative towards social welfare and people's life security. Looking foward to see more features in this app.", 5
130, "112 India", "Very Useful Application. Recommended for all women citizen for better utilization.", 5
131, "112 India", "Emergency Response Help", 5
132, "112 India", "Very useful app in emergency", 5
133, "112 India", "First time experience - shows error UPDATE PROFILE FAILED! Under funded for testing before rolling out!", 1
134, "112 India", "Not able to Update Profile Msg coming Update Profile Failed", 1
135, "112 India", "Can't update profile.", 1
136, "112 India", "Useless app not functioning properly, unable to update profiles. Lots of bugs.", 2
137, "112 India", "Can't even register with this app. Automatically detected otp is invalid, bakwas 🤣", 1
138, "112 India", "Excellent safety and disaster alarm app", 5
139, "112 India", "Good now installed OTP came good essential app", 5
140, "112 India", "unale to registered, when i Enter otp its showing Entered wrong otp.correct otp.", 1
141, "112 India", "SRS", 5
142, "112 India", "Good app for ladies & senior citizens", 5
143, "112 India", "Best nice app ...", 5
144, "112 India", "No comments carvis No comments comments comments comments comments", 1
145, "112 India", "Very Good", 5
146, "112 India", "In this app an error is showing (updation failed) when I proceed for submitting the details .", 1
147, "112 India", "Entering OTP but app not working after that. Verification remains incomplete!", 2
148, "112 India", "I m not getting OTP after 3 times to resend the OTP. Government apps are such type of slow n not working as per my experience. It has to be improved and upgrade. If it is not working than its a useless app.", 1
149, "112 India", "Useless app I tried to get login but all time this is not getting me the OTP, I tried several times also after some days also but it is still same not getting me the OTP......", 1
150, "112 India", "Registration itself not happening due to OTP not receiving.", 1
151, "112 India", "Iam unable to login this app, i don't get otp to my mobile number", 4
152, "112 India", "Helpful App.", 5
153, "112 India", "It is not sending OTP for registration after repeated attempts, I tried in 2 mobiles...", 1
154, "112 India", "Couldn't get OTP to register.", 1
155, "112 India", "Sir I am not able to login because of not receiving Otp", 3
156, "112 India", "Excellent", 5
157, "112 India", "OTP not received", 1
158, "112 India", "First time login to app. Did not receive any OTP to my registered mobile even after repeated Resend OTP requests. Chose the location as Delhi. Will change the ratings once this is fixed. Thanks", 1
159, "112 India", "Bogus", 1
160, "112 India", "Otp not receive..", 2
161, "112 India", "Emergency app all using", 5
162, "112 India", "New Update Plz Sir Otp Not Coming No Login And Access", 5
163, "112 India", "not useful because this app can not send any number otp to login this application", 1
164, "112 India", "App is not open waste app", 1
165, "112 India", "VERY USEFULL", 5
166, "112 India", "Not maintained app, even you can't login by sending OTP because OTP is not coming. It doesn't deserve 1 star.", 1
167, "112 India", "Easy to Install This App.", 5
168, "112 India", "Application is not good in use", 3
169, "112 India", "Unable to register, app not sending OTP to both my mobile numbers", 1
170, "112 India", "App won't allow to login and also doesn't send OTP for accessing the application.", 1
171, "112 India", "OTP NOT SENT ON MY NUMBER SELECTED STATE IS UP", 2
172, "112 India", "Good", 5
173, "112 India", "Installed the app today. In spite of repeated resend OTP option, I didn't receive any OTP.", 2
174, "112 India", "No Add Please", 5
175, "112 India", "Not able to receive OTP to Sign up ! Useless app.", 1
176, "112 India", "Very usefull app for emergency", 5
177, "112 India", "Trash. OTP is not coming application is not getting opened.", 1
178, "112 India", "Otp not working,resolve it", 3
179, "112 India", "Very good", 5
180, "112 India", "OTP still not received. I'm from West Bengal.", 1
181, "112 India", "To the safety for our life while emergency", 5
182, "112 India", "Not receiving OTP to complete registration on app.", 1
183, "112 India", "Otp not received", 1
184, "112 India", "Response is immediate if information given is almost accurate", 5
185, "112 India", "Useless", 1
186, "112 India", "Useless app, doesn't let to register also saying technical error try after some time even for login, what kind of emergency app it is if doesn't work at all? plus why it needs access to all device files? Also the phone number it could determine using permission itself why too much process for emergency app?", 1
187, "112 India", "Nice", 5
188, "112 India", "ALL INDIA 'OVER TIME,!+@WORK", 5
189, "112 India", "West Bengal", 5
190, "112 India", "Hi Developers, i have an idea to make this app more useful and effective by making some changes in current application.", 2
191, "112 India", "Good and nice aap but one problem I'm facing that is the website is not opening for kyc", 4
192, "112 India", "Good app to inform the emergency services. Be careful while using it. You can press the panic icon by mistake and it will inform the control room. You'll receive a call back. JUST DON'T PANIC! Answer the call & politely apologize for it. Don't reject the call.", 5
193, "112 India", "We are fasing technical issue bata raha bar bar", 1
194, "112 India", "Good वर्क", 5
195, "112 India", "I downloaded the App and then went ahead with the next steps namely choosing state (Karnataka) and providing my mobile number. After that i clicked on Connect, it gives a message Unable to connect to Server... .Tried a couple of times, same issue each time. Since I am unable to use the app giving a rating of One Star.", 1
196, "112 India", "Its good, but sometimes SOS alert is coming every 1 mins. But I don't send any alert messages to the 112 app.", 2
197, "112 India", "Had severe trouble logging in.", 1
198, "112 India", "Unable to connect the server . This might be because 112 India yet to be launched in Uttar Pradesh.👈🏻 Always show this pop-up.😡 तो फिर क्या डिटेल में यूपी की जनता को मूर्ख बनाने के लिए उत्तर प्रदेश राज्य को सम्मिलित किए हैं ?", 1
199, "112 India", "Bar dawnlod kuya 🙍", 1
200, "112 India", "App is good but unable to turn off volunteer option. Called iss by mistake while trying to turn off. Option to turn off as a volunteer should be provided in spearate screen to avoid generating wrong call while trying to turn off. No option to turn off volunteer service as for now.", 3
201, "112 India", "App is not working for uttar pradesh. Unable to select state as uttar pradesh. App says 112 is not launched in uttar pradesh", 1
202, "112 India", "The problem is I can't update my profile from female to male it shows update failed everytime, the feedback tab doesn't open it shows webpage not available everytime. Other than that It's a very useful and mandatory application.", 4
203, "112 India", "Good app for emergency", 5
204, "112 India", "I'm not able to register a profile.Kindly fix this issue.", 3
205, "112 India", "I can't change my location under profile.", 2
206, "112 India", "I am verified volunteer in dial 112 but can i help you ।", 1
207, "112 India", "Otp invalid error coming i couldn't understand what should be done", 1
208, "112 India", "It says 112 India is yet to be launched in Maharashtra. Dear ERSS team, could you please tell me when is it going to be launched in Maharashtra? Please try to give me the exact date. Edit: After almost 10 months 112 app is FINALLY launched in Maharashtra. I can't express my happiness enough!! 🤩 Thank you very much 112 India, and I hope that emergency services reach on time whenever I need them.", 1
209, "112 India", "Profile update - Gender options Male selection not at all working. Only female option selected by default and even if we update Male and return gender showing as female all the members", 2
210, "112 India", "I m not able to register as I get a message saying that do one time registration", 5
211, "112 India", "Useless app. After entering the phone number OTP itself is not being sent to start with", 1
212, "112 India", "ManjuBibi", 5
213, "112 India", "Sometimes Newa Hotel &Resort become very flourish with big bug.....", 5
214, "112 India", "Thanks for this app", 5
215, "112 India", "I don't receive otp", 3
216, "112 India", "no otp is being generated", 1
217, "112 India", "Nice 🙂🙂🙂", 5
218, "112 India", "I sign in 112 app but details in the app is incorrect. I tried but i can't update my profile. So sir please provide resolutions.", 1
219, "112 India", "I am not receiving the OTP since last 5 days for login, after trying again and again,how can I use it? Not useful.", 1
220, "112 India", "I know this app is useful but why this is not working in Rajasthan state. I need help. I also want to use this app. Please do something! 🙏🏻", 1
221, "112 India", "OTP nahi receive ho rahi", 4
222, "112 India", "Helpful", 5
223, "112 India", "OTP not senting", 1
224, "112 India", "Nice", 5
225, "112 India", "Best n best for all citizens", 5
226, "112 India", "I had a very good experience with Himachal Police. I was checking out how this app works and by mistake I raised the alarm. I instantly got the call from the state staff, I apologised for false alarm but they still cross checked my where abouts and identity for their confirmation.", 5
227, "112 India", "Otp not received....", 1
228, "112 India", "Good", 3
229, "112 India", "First time Registration otp not received", 1
230, "112 India", "I am trying to get OTP since last 3 days , but I haven't received any OTP yet . Concerned authority please look into it", 3
231, "112 India", "Worst app... sarkari kaam sarkari hi h...kabhi bhi emergency m koi app koi bhi mobile number kuch kaam nhi aata h", 1
232, "112 India", "State Maharashtra - Not able to connect to server", 1
233, "112 India", "Useful app.. But there is a problem.. For instance, when i opened the app it shows the map and my location on it, below that there are 4 icons, ambulance, fire, police and others.. i was curious to know what others icon contained, i dint knew it will go directly to emergency alert.. Got an option to cancel the emergency, but i think it don't work, coz i got a call in the end.. please see to it that after pressing the icon you provide a alert msg be provided to carry out it not..", 4
234, "112 India", "Till date OTP system not working. It's been around 6 months now. App otp and login doesn't work since 3 months for Uttar Pradesh help to get installation configuration completed. Otherwise app is very good.", 1
235, "112 India", "Very helpful app for any emergency", 5
236, "112 India", "Can't get OTP so can't register", 1
237, "112 India", "Good service", 4
238, "112 India", "Very bad aap, otp not received", 1
239, "112 India", "Very good", 5
240, "112 India", "தயவு செய்து இந்த செயலியை மேம்படுதுங்கள்.", 1
241, "112 India", "112 .iK", 5
242, "112 India", "Maharashtra me kab launch karoge", 3
243, "112 India", "Bhut achi app hai", 5
244, "112 India", "Not working for Maharashtra zone.", 1
245, "112 India", "Hi This app is yet be launched in our state hope it happens ASAP, THANK YOU. I am unable to rate. By the advertisement i have watched i felt it to be good by viewing the act perfomed in those ads.", 3
246, "112 India", "Very very good helpful app.....", 4
247, "112 India", "The app is not giving me the OTP to connect... It's my bad experience with this app.. I am from maharashtra.. It was running 1 year ago but now it is not working", 1
248, "112 India", "This used to be a life saving app but now one can't even register on its since no OTP is being sent. Being a female it could have been very useful for me. Now what? This review comes from Lucknow Uttar Pradesh", 2
249, "112 India", "Not able to register on the app useless what it will help god only knows", 1
250, "112 India", "I didn't get otp.after reinstall the app nd change the number", 1
251, "112 India", "I installed 112 but OTP is not getting generated. on this app", 3
252, "112 India", "The purpose of the app is emergency. Even i didn't get the otp let alone help.😐", 1
253, "112 India", "No OTP no received", 1
254, "112 India", "Very danger", 4
255, "112 India", "Received a call back immediately.. useful and it works", 5
256, "112 India", "Very useful app.", 5
257, "112 India", "I tried to install 112 app, but it's not getting installed/registered as verification/otp sms is never delivered. I tried clicking 'Resend OTP' - but it's of no use. Same issue is faced in two other phones. Please look into this issue.", 1
258, "112 India", "Not able to receive the OTP", 3
259, "112 India", "I am from Tamilnadu . Install this application & try to receive OTP . But not received Otp .", 1
260, "112 India", "Otp is not coming for verification..", 1
261, "112 India", "no otp received. hi, in response to your reply dtd. 21 april 2022, i can inform you that, as per TOI news dtd. 16 april 2022, west bengal has logged into the ERSS helpline no. 112. please refer west bengal police twitter handle dtd. 14 april 2022 @06:43 pm. please check.", 1
262, "112 India", "It can't even send an OTP and I'm supposed to rely on this for emergency services? Edit: Uttar Pradesh", 2
263, "112 India", "good", 5
264, "112 India", "I'm not getting OTP no for registration", 1
265, "112 India", "This app doesn't send OTP. How can I use it if it has a bug like this ?!", 1
266, "112 India", "Not logging.", 1
267, "112 India", "Not getting OTP for verification after app installation.", 1
268, "112 India", "This app having API? How to get one? How to integrate this app with any app Or website??", 3
269, "112 India", "I am not receiving OTP at all after trying for couple of hours. I even used even resend and change number option.", 1
270, "112 India", "Didn't receive otp", 1
271, "112 India", "Unable to use tha app", 3
272, "112 India", "Can not even register. Shame", 2
273, "112 India", "Best app when its about emergency services. When I first installed and checked functionality, the SOS call actually went to the police control room. There are few features which doesn't work on my Mi 11 Ultra, like app crashes after clicking on add contacts or app shows error message for update profile.", 4
274, "112 India", "It has been three year of registering for volunteer But My KYC is still pending. How much time it will take to verify KYC.", 2
275, "112 India", "Not available in Maharashtra.", 1
276, "112 India", "Description says launched in Maharashtra & app says yet to be launched in Maharashtra...", 1
277, "112 India", "Always helpfull", 5
278, "112 India", "Not working, Maharashtra", 1
279, "112 India", "I used it few months back, now it's showing service not available in UP", 5
280, "112 India", "Contact add ni hora tap kr rha to app close ho jata hai ..plz reslove it", 5
281, "112 India", "Very good", 5
282, "112 India", "Really useful in this app in the World", 5
283, "112 India", "Fantastic security", 5
284, "112 India", "Feeling unwell???????", 4
285, "112 India", "Excellent service.", 5
286, "112 India", "NOT working", 1
287, "112 India", "I am from odisha, i login through my phone number but otp didn't came.. So i uninstalled! Please devlope it properly. Thank you", 1
288, "112 India", "Can't even connect i am stuck in emergency now buggers", 1
289, "112 India", "I am staying in Maharashtra download and tried to open .. not opened by saying not yet available in Maharashtra... surprise", 1
290, "112 India", "I am from Uttar Pradesh and during verification it's showing that this app is not yet launched in uttar Pradesh. I used it before one year that time no such issues I faced. Please take my issue in consideration. I need this app in working condition installed in my phone. thank you!", 3
291, "112 India", "The app says it is unable to connect because it's yet to be launched in Uttar Pradesh, I'm sure the app is great but I do request to get it launched here as soon as possible. Thank you!", 5
292, "112 India", "Not able to resister from last two days. OTP is not coming.. Also tried to register with different mobile number. But OTP is not coming", 1
293, "112 India", "112 lndia.🇮🇳🇮🇳🇮🇳", 5
294, "112 India", "No service in Maharashtra. Please provide services in Maharashtra too.", 2
295, "112 India", "Not able to register into the app. It is not generating the OTP. This is in Odisha.", 2
296, "112 India", "App OTP & Login Doesn't Work For Odisha. Solve it soon..", 2
297, "112 India", "Good", 5
298, "112 India", "Hey developers , Totally awesome😊 app!! The title of review says it all. I have used it first time and I'm only 18 years old and it's great 👍app Thank you🙏 For Listened my problem and helping with us. I'm very happy 😁 to use this app.", 5
299, "112 India", "Unable to receive OTP, I belong to Telangana State.", 1
300, "112 India", "Can't even sign up on this app. I'm in Jharkhand but it never sends me the OTP. Have been trying for many days but to no solution.", 1
301, "112 India", "Oaowam", 5
302, "112 India", "Totally trust able app..i got response from control room within 30 sec.... Sabko karna chahiye.. local service se to accha hai.. instant response hai.. good work", 5
303, "112 India", "Rajendra Namdeoji Ghode", 5
304, "112 India", "Hello sir, I am from Madhya Pradesh state, district Bhopal. The OTP is not receiving at the time of login first-time. So please do the needful to resume the services of 112. Thanks", 1
305, "112 India", "Good", 5
306, "112 India", "Nice", 5
307, "112 India", "Not able to register into the app. It is not generating the OTP. This is in Bangalore.", 1
308, "112 India", "This app is very useful but when I install this app I live in Maharashtra then I click on Maharashtra then it said this might be because 112 INDIA is yet to be launched in Maharashtra", 5
309, "112 India", "Not available in Bihar yet", 3
310, "112 India", "Exelent service for citizen of delhi", 5
311, "112 India", "Helpful 🙂", 5
312, "112 India", "Super", 5
313, "112 India", "App is super", 1
314, "112 India", "Best ever", 5
315, "112 India", "Good", 5
316, "112 India", "Not better", 1
317, "112 India", "The app is not opening and saying it's not installed in Maharashtra yet", 1
318, "112 India", "Tried registering for the first time but the app says it is under development in Maharashtra but I can see on the website that the app is already implemented in Maharashtra", 1
319, "112 India", "It's not sending OTP, Showing error as 112 india is yet to be launched in maharashtra ??.....", 1
320, "112 India", "I have just installed the app I can't receive the OTP My state is Jharkhand and I am using Airtel sim", 1
321, "112 India", "Unable to log in due to message popping yet to be launched in maharashtra", 1
322, "112 India", "I am unable receive opt after many times", 1
323, "112 India", "I am used this app nice", 1
324, "112 India", "Good", 5
325, "112 India", "I'm not happy this is unfair y did you people didn't launch this application in Maharashtra.", 1
326, "112 India", "Waiting since ages to get the otp (Madhya Pradesh, since u keep asking the state of all people who haven't recieved the otp) Well, after your reply I checked again, I haven't recieved the otp on any of my devices by using any of the numbers i have", 1
327, "112 India", "Any one can trust this app blindfolded.please download", 5
328, "112 India", "It used to work fine before, now I'm unable to login because I don't get the OTP to login. Maharashtra state and Karnataka state. Both states I'm unable to receive OTP. My mobile operator is Jio.", 2
329, "112 India", "Great app. Received instant call. Highly recommend to everyone to install this app", 5
330, "112 India", "Excellent app by GOI ,I accidently clicked on Others and within 3 second call received..Hatsoff ..please download", 5
331, "112 India", "I download dis app from uttarpradesh, try to connect from mobile number but one msg display that uttarpradesh is not connect to 112 .. Dis is so disappointing..", 1
332, "112 India", "Very nice", 5
333, "112 India", "Excellent Service", 4
334, "112 India", "Not recieving OTP at all. Is this service not for Maharashtra", 1
335, "112 India", "It's not sending my OTP", 1
336, "112 India", "It's been a long time but i haven't recieved the OTP", 1
337, "112 India", "It's not giving me my otp", 1
338, "112 India", "Not getting OTP. State MP", 2
339, "112 India", "Yes sir ,it is working perfectly .. Thank you", 5
340, "112 India", "App should automatically should caught the location or area in emergency", 3
341, "112 India", "Best", 5
342, "112 India", "Safe for emer", 5
343, "112 India", "I'm from Jharkhand i didn't get otp while registering please solve this I'm giving 5 starts coz this is good app for everyone and very helpful.please solve my otp problem i cannot able to register.", 5
344, "112 India", "Immediate response. Accidentally clicked the emergency button, in 5 sec i got the cal from the call centre which i rejected by mistake then in 20 sec i got the call from the police for help. I told them that i clicked the button by mistake. Then they calmly explained me about this app and told me to use this in future for any emergency", 5
345, "112 India", "Nice !", 5
346, "112 India", "Great app, while installing this app I accidentally pressed a button, within a second I got a call from police control room and they enquired me am I safe? What an app...!!! Everyone must install this app, Great movement from the Indian govt..", 4
347, "112 India", "Good", 1
348, "112 India", "I have select Act as Volunteer since last many months but Till not approved by Administrator.so I am unable to help anyone.so plz do needful", 5
